dev,cosine_similarity
jhass,0.26
straight-shoota,0.2
sam0x17,0.19
ysbaddaden,0.16
bcardiff,0.14
asterite,0.14
wooster0,0.13
RX14,0.12
Blacksmoke16,0.11
waj,0.1
