dev,cosine_similarity
ysbaddaden,0.12
RX14,0.11
bcardiff,0.06
wooster0,0.05
asterite,0.04
jkthorne,0.04
makenowjust,0.03
jhass,0.03
waj,0.02
straight-shoota,0.01
