dev,cosine_similarity
didactic-drunk,0.19
jan-zajic,0.18
oprypin,0.13
makenowjust,0.11
wooster0,0.09
j8r,0.08
jkthorne,0.08
bcardiff,0.07
jhass,0.07
asterite,0.06
