dev,cosine_similarity
mimame,0.3
hutou,0.3
KarthikMAM,0.21
igor-alexandrov,0.19
icy-arctic-fox,0.15
jhass,0.13
j8r,0.12
RX14,0.12
straight-shoota,0.11
bcardiff,0.1
