dev,cosine_similarity
straight-shoota,0.21
jhass,0.2
lbguilherme,0.17
ilanpillemer,0.17
RX14,0.17
makenowjust,0.15
bcardiff,0.13
asterite,0.12
ysbaddaden,0.11
waj,0.1
