dev,cosine_similarity
kimburgess,0.78
makenowjust,0.12
j8r,0.09
jhass,0.09
straight-shoota,0.07
bcardiff,0.06
wooster0,0.05
asterite,0.05
ysbaddaden,0.03
RX14,0.03
