dev,cosine_similarity
KarthikMAM,0.75
j8r,0.18
makenowjust,0.11
oprypin,0.09
jhass,0.09
waj,0.08
wooster0,0.07
jkthorne,0.07
bcardiff,0.06
asterite,0.06
