dev,cosine_similarity
Blacksmoke16,0.14
jkthorne,0.11
makenowjust,0.08
wooster0,0.08
jhass,0.07
bcardiff,0.05
straight-shoota,0.04
ysbaddaden,0.04
waj,0.04
asterite,0.04
