dev,cosine_similarity
KarthikMAM,0.48
snluu,0.37
wooster0,0.21
carlhoerberg,0.19
makenowjust,0.18
jhass,0.18
jkthorne,0.18
j8r,0.16
firejox,0.16
bcardiff,0.13
