dev,cosine_similarity
jan-zajic,0.22
Blacksmoke16,0.17
martimatix,0.16
lbguilherme,0.13
makenowjust,0.1
j8r,0.08
oprypin,0.08
wooster0,0.07
jkthorne,0.07
jhass,0.06
