dev,cosine_similarity
bcardiff,0.14
makenowjust,0.12
jhass,0.12
ysbaddaden,0.11
Blacksmoke16,0.11
waj,0.11
ffwff,0.11
j8r,0.09
RX14,0.09
asterite,0.09
