dev,cosine_similarity
ffwff,0.17
ysbaddaden,0.12
bcardiff,0.11
waj,0.1
RX14,0.09
j8r,0.07
jhass,0.07
asterite,0.04
makenowjust,0.03
lbguilherme,0
