dev,cosine_similarity
oprypin,0.22
Blacksmoke16,0.19
jan-zajic,0.18
makenowjust,0.14
wooster0,0.14
j8r,0.11
jhass,0.09
bcardiff,0.08
straight-shoota,0.06
asterite,0.06
