dev,cosine_similarity
jan-zajic,0.23
wooster0,0.13
ffwff,0.13
didactic-drunk,0.12
bcardiff,0.11
RX14,0.11
jhass,0.1
lbguilherme,0.09
ysbaddaden,0.09
asterite,0.09
