dev,cosine_similarity
Blacksmoke16,0.15
j8r,0.12
wooster0,0.11
straight-shoota,0.08
makenowjust,0.07
bcardiff,0.06
jhass,0.04
asterite,0.04
lbguilherme,0
sam0x17,0
