dev,cosine_similarity
ysbaddaden,0.1
bcardiff,0.09
jhass,0.09
asterite,0.08
makenowjust,0.06
waj,0.05
jkthorne,0.05
wooster0,0.04
RX14,0.03
lbguilherme,0
