dev,cosine_similarity
lbguilherme,0.19
jan-zajic,0.16
jhass,0.15
Blacksmoke16,0.14
firejox,0.12
j8r,0.11
bcardiff,0.1
straight-shoota,0.08
waj,0.08
asterite,0.08
