dev,cosine_similarity
cserb,0.37
jan-zajic,0.37
Blacksmoke16,0.23
makenowjust,0.23
sam0x17,0.18
jhass,0.17
jkthorne,0.16
wooster0,0.14
oprypin,0.11
asterite,0.11
