dev,cosine_similarity
mimame,0.79
hutou,0.79
KarthikMAM,0.56
igor-alexandrov,0.48
icy-arctic-fox,0.38
firejox,0.23
j8r,0.2
wooster0,0.14
jkthorne,0.13
makenowjust,0.1
