dev,cosine_similarity
mimame,0.32
hutou,0.32
KarthikMAM,0.23
igor-alexandrov,0.2
oprypin,0.19
makenowjust,0.19
j8r,0.18
icy-arctic-fox,0.16
Blacksmoke16,0.15
jhass,0.15
