dev,cosine_similarity
wooster0,0.08
straight-shoota,0.06
ysbaddaden,0.05
makenowjust,0.05
RX14,0.05
jhass,0.04
asterite,0.03
lbguilherme,0
sam0x17,0
cserb,0
