dev,cosine_similarity
didactic-drunk,0.33
carlhoerberg,0.32
ysbaddaden,0.13
RX14,0.1
straight-shoota,0.08
waj,0.08
asterite,0.08
makenowjust,0.07
jhass,0.07
wooster0,0.06
