dev,cosine_similarity
Blacksmoke16,0.09
asterite,0.09
waj,0.07
ffwff,0.07
straight-shoota,0.05
ysbaddaden,0.04
j8r,0.04
RX14,0.04
makenowjust,0.03
jkthorne,0.03
