dev,cosine_similarity
wooster0,0.36
jhass,0.34
KarthikMAM,0.31
makenowjust,0.29
asterite,0.28
straight-shoota,0.25
sam0x17,0.25
bcardiff,0.23
ysbaddaden,0.21
waj,0.21
