dev,cosine_similarity
ilanpillemer,0.22
rdp,0.11
jhass,0.1
ffwff,0.1
martimatix,0.09
ysbaddaden,0.08
bcardiff,0.06
j8r,0.06
waj,0.06
asterite,0.06
