dev,cosine_similarity
KarthikMAM,0.55
ilanpillemer,0.29
j8r,0.13
didactic-drunk,0.12
makenowjust,0.11
jhass,0.11
waj,0.09
asterite,0.08
bcardiff,0.06
oprypin,0.06
