dev,cosine_similarity
straight-shoota,0.17
lbguilherme,0.16
jhass,0.13
Blacksmoke16,0.11
wooster0,0.09
RX14,0.09
asterite,0.09
bcardiff,0.08
ysbaddaden,0.08
waj,0.08
