dev,cosine_similarity
oprypin,0.09
waj,0.08
straight-shoota,0.07
ysbaddaden,0.06
wooster0,0.06
bcardiff,0.05
jhass,0.04
asterite,0.04
RX14,0.03
lbguilherme,0
