dev,cosine_similarity
icy-arctic-fox,0.24
jan-zajic,0.21
makenowjust,0.18
wooster0,0.18
oprypin,0.16
martimatix,0.12
j8r,0.11
straight-shoota,0.09
asterite,0.09
jhass,0.08
