dev,cosine_similarity
katafrakt,0.24
kimburgess,0.23
ysbaddaden,0.2
jhass,0.17
TedTran2019,0.16
makenowjust,0.16
asterite,0.16
jkthorne,0.16
jan-zajic,0.15
j8r,0.14
