dev,cosine_similarity
KarthikMAM,0.42
firejox,0.2
jhass,0.14
jkthorne,0.12
bcardiff,0.1
j8r,0.1
makenowjust,0.1
waj,0.1
asterite,0.1
wooster0,0.08
