dev,cosine_similarity
ilanpillemer,0.63
rdp,0.31
ffwff,0.28
martimatix,0.24
j8r,0.17
wooster0,0.1
makenowjust,0.09
jhass,0.08
ysbaddaden,0.07
RX14,0.07
