dev,cosine_similarity
TedTran2019,0.47
kimburgess,0.35
jhass,0.17
j8r,0.16
makenowjust,0.16
jan-zajic,0.16
bcardiff,0.15
straight-shoota,0.13
asterite,0.11
ysbaddaden,0.09
