dev,cosine_similarity
Blacksmoke16,0.25
makenowjust,0.24
jkthorne,0.23
jhass,0.22
kimburgess,0.21
j8r,0.2
oprypin,0.19
wooster0,0.19
asterite,0.19
bcardiff,0.18
