dev,cosine_similarity
rdp,0.38
carlhoerberg,0.25
j8r,0.12
ysbaddaden,0.09
straight-shoota,0.08
jhass,0.07
bcardiff,0.05
waj,0.04
asterite,0.03
lbguilherme,0
