dev,cosine_similarity
TedTran2019,0.8
jan-zajic,0.42
j8r,0.16
jhass,0.14
firejox,0.12
makenowjust,0.12
straight-shoota,0.08
bcardiff,0.08
waj,0.08
asterite,0.08
