dev,cosine_similarity
ilanpillemer,0.31
firejox,0.24
didactic-drunk,0.13
jhass,0.11
jkthorne,0.1
bcardiff,0.08
Blacksmoke16,0.07
asterite,0.07
j8r,0.06
oprypin,0.06
