dev,cosine_similarity
ffwff,0.29
Blacksmoke16,0.2
j8r,0.17
jkthorne,0.11
RX14,0.07
bcardiff,0.06
ysbaddaden,0.06
waj,0.06
straight-shoota,0.05
makenowjust,0.05
