dev,cosine_similarity
oprypin,0.21
wooster0,0.19
jan-zajic,0.13
makenowjust,0.12
straight-shoota,0.1
bcardiff,0.1
RX14,0.09
jhass,0.08
asterite,0.08
ysbaddaden,0.07
