dev,cosine_similarity
oprypin,0.25
jan-zajic,0.19
wooster0,0.17
makenowjust,0.14
straight-shoota,0.09
bcardiff,0.09
j8r,0.09
jhass,0.09
ysbaddaden,0.08
RX14,0.08
