dev,cosine_similarity
TedTran2019,0.56
kimburgess,0.43
ilanpillemer,0.3
jan-zajic,0.19
makenowjust,0.17
jhass,0.17
j8r,0.15
KarthikMAM,0.14
asterite,0.12
straight-shoota,0.11
