dev,cosine_similarity
rdp,0.43
carlhoerberg,0.21
jhass,0.2
ysbaddaden,0.18
waj,0.11
wooster0,0.11
makenowjust,0.1
RX14,0.1
bcardiff,0.09
asterite,0.09
