dev,cosine_similarity
straight-shoota,0.11
makenowjust,0.11
jhass,0.09
RX14,0.08
bcardiff,0.05
waj,0.04
asterite,0.04
ysbaddaden,0.03
lbguilherme,0
sam0x17,0
