dev,cosine_similarity
jan-zajic,0.18
firejox,0.13
jhass,0.07
j8r,0.06
asterite,0.06
jkthorne,0.06
makenowjust,0.04
wooster0,0.04
bcardiff,0.03
ysbaddaden,0.03
