dev,cosine_similarity
makenowjust,0.24
oprypin,0.22
wooster0,0.21
bcardiff,0.18
asterite,0.18
jan-zajic,0.16
waj,0.16
straight-shoota,0.14
Blacksmoke16,0.14
jhass,0.14
