dev,cosine_similarity
mimame,1.04
hutou,1.04
KarthikMAM,0.74
igor-alexandrov,0.64
icy-arctic-fox,0.5
j8r,0.25
wooster0,0.17
firejox,0.16
jkthorne,0.16
makenowjust,0.13
