dev,cosine_similarity
jan-zajic,0.24
oprypin,0.18
makenowjust,0.16
straight-shoota,0.14
j8r,0.13
martimatix,0.13
wooster0,0.12
RX14,0.11
bcardiff,0.1
asterite,0.08
