dev,cosine_similarity
straight-shoota,0.13
bcardiff,0.11
jhass,0.1
jkthorne,0.1
makenowjust,0.09
waj,0.08
ysbaddaden,0.07
wooster0,0.07
RX14,0.07
asterite,0.06
