dev,cosine_similarity
jan-zajic,0.26
Blacksmoke16,0.25
oprypin,0.12
wooster0,0.11
makenowjust,0.08
jhass,0.08
straight-shoota,0.07
ysbaddaden,0.06
RX14,0.06
bcardiff,0.05
