dev,cosine_similarity
ffwff,0.29
oprypin,0.13
wooster0,0.1
jhass,0.08
bcardiff,0.07
ysbaddaden,0.07
waj,0.07
RX14,0.07
makenowjust,0.05
asterite,0.05
