dev,cosine_similarity
rdp,0.29
carlhoerberg,0.23
ysbaddaden,0.18
jhass,0.16
waj,0.16
firejox,0.11
asterite,0.1
straight-shoota,0.07
wooster0,0.07
jkthorne,0.06
