dev,cosine_similarity
j8r,0.16
makenowjust,0.1
jhass,0.08
straight-shoota,0.07
bcardiff,0.07
ysbaddaden,0.07
waj,0.07
RX14,0.06
asterite,0.03
lbguilherme,0
