dev,cosine_similarity
jhass,0.11
RX14,0.1
straight-shoota,0.07
ysbaddaden,0.07
waj,0.07
j8r,0.06
oprypin,0.06
asterite,0.06
bcardiff,0.05
makenowjust,0.05
