dev,cosine_similarity
wooster0,0.11
straight-shoota,0.09
ysbaddaden,0.07
RX14,0.07
jhass,0.06
makenowjust,0.04
asterite,0.04
lbguilherme,0
sam0x17,0
cserb,0
