dev,cosine_similarity
snluu,0.79
didactic-drunk,0.47
carlhoerberg,0.4
lbguilherme,0.18
wooster0,0.17
straight-shoota,0.12
RX14,0.12
jhass,0.11
bcardiff,0.09
waj,0.09
