dev,cosine_similarity
bcardiff,0.26
asterite,0.23
jhass,0.22
waj,0.2
igor-alexandrov,0.17
j8r,0.17
makenowjust,0.17
wooster0,0.17
ilanpillemer,0.16
jkthorne,0.16
