dev,cosine_similarity
makenowjust,0.34
jan-zajic,0.32
oprypin,0.3
bcardiff,0.24
wooster0,0.23
Blacksmoke16,0.21
straight-shoota,0.18
asterite,0.18
RX14,0.17
jhass,0.15
