dev,cosine_similarity
martimatix,0.34
ilanpillemer,0.3
rdp,0.15
makenowjust,0.14
ffwff,0.14
wooster0,0.13
bcardiff,0.1
Blacksmoke16,0.09
j8r,0.08
RX14,0.08
