dev,cosine_similarity
oprypin,0.19
makenowjust,0.19
bcardiff,0.15
jan-zajic,0.15
asterite,0.13
straight-shoota,0.11
jhass,0.11
jkthorne,0.1
wooster0,0.09
ffwff,0.09
