waj;2;30;3;2;10;19;112;12;149;325;40;1260;708;0.0211864406779661
asterite;71;28;11;31;22;29;11;43;25;79;23;13;27;13;54;16;17;22;8;26;2;9;5;29;12;2;6;19;3;4;12;1291;677;0.053175775480059084
jhass;18;291;1283;311;0.012861736334405145
spalladino;1379;1;1.0
matiasgarciaisaia;5;175;8;799;189;0.021164021164021163
Sija;929;1;1.0
steakknife;1255;1;1.0
cielavenir;1550;1;1.0
