sha;author_id;date
184722c59ec50fdcb08eacfb85968a31092c3932;waj;2014-08-27 00:26:37
9b7d0f41eb840aceb4b7f1ef2c3043f6bbec1aa9;waj;2014-08-27 00:27:21
48f280f35909a2a93e3448d26ffcb94a4cab913e;waj;2014-08-27 00:28:18
5c162187c72f98f55035d5b84ce3fed91c2788ee;waj;2014-08-27 00:28:49
3148d83f257f1899099635867125bf585093491b;waj;2014-08-27 01:00:18
eca9b66f52ca7c9cbbac0a73acffdba6e59763b0;waj;2014-08-27 01:19:04
c246606d5dabb853f179dcf654e020709a3644ea;asterite;2014-08-27 01:33:56
7c66e619f40aaf262de10593069a9382c4bae96b;waj;2014-08-27 22:17:49
1cc26bcbf7b6e846dc1a305ebf0ea1e8572b2514;waj;2014-08-27 22:19:02
59233bc54f1711399c724a289423819af7ce86d5;waj;2014-08-27 22:43:43
3791bf830a28c217b27853edfee28174e60343a4;waj;2014-08-29 02:17:23
9535aa6c956f7aac892fc61c726960d756f9f7a6;waj;2014-08-29 02:18:21
9fb2e6735b4cd52e4b24c28cd929cb5e0e52317a;waj;2014-08-29 02:18:34
9462555b88b2d83da4999f66ac38477c6a039344;waj;2014-09-28 07:32:38
456216fff35028c9b87fa4fc615e0c672b90e11b;waj;2014-09-29 05:11:27
6a1b59efd199de2b3c1c2ec585bb50d89e43b78a;waj;2014-09-29 05:12:14
471aac92706fdfe700ac4c09794059333a038583;waj;2014-09-29 05:13:38
e064dcb6477db822638abc7146d89683ff519960;waj;2014-09-30 15:07:01
07a7b2702c050332ffa296d5f0cf849d4596cf6a;waj;2014-09-30 15:31:17
8b1e53bd76754911271db6d807b9cb9d02939896;waj;2014-09-30 16:52:51
724e7f60f8b61d3694517643dc8bf1ed5675eb1a;waj;2014-10-03 21:46:34
8928176980ecbd526a2c8e8f009ae355c718537b;waj;2014-10-03 23:00:07
ecb5f7a050fb4579199914e2f52edf754ffbc13c;waj;2014-10-03 23:01:03
68427085e099aae88a16c32594acb27e53360db9;waj;2014-10-03 23:10:04
bd61476eee055c26da4c963c15781ef28a7b951f;waj;2014-10-05 22:35:58
f2703390875d2ab16cc2cf046f3d4394e765a384;waj;2014-10-06 00:50:52
6fb1e89389e73c717fe10109b7a2da87d599d9ff;waj;2014-10-16 22:53:35
f0c9af6acf8c8f4c4554cd73ae7015120fa1f82e;waj;2014-11-04 22:21:58
400dfd2208ad6eadfc5458ef74e6f1326e3e2293;asterite;2014-11-06 21:59:17
ef051f7a731ddc4c18a5f72ce836f4bc23e27d9d;asterite;2014-12-04 19:50:06
6cbcc7702c2268c9140e38f3fdb1ac0962eabb44;asterite;2014-12-05 21:22:35
dc17174a7e02ef6546178d077f1d038a7c24948b;asterite;2014-12-16 21:07:28
402b9333f18bebeb57dd7a7110a87a9872aa6fc5;asterite;2014-12-16 21:13:12
2c52927a761f5272d9ca47c2d9a99b8456b23d4a;asterite;2015-01-16 20:59:44
7f6eb00e6504832353a54f53775b4d2a75fbda61;asterite;2015-02-07 20:49:23
c29f8722ad5c1012082eb05feff4d77956a4548a;waj;2015-02-24 11:24:03
b78bdf1396e4ade88ae171f9f2c0c6df69cb9503;waj;2015-03-08 10:35:59
71eaffcc36df9a8aea519a711ad3a5bfff9f18fa;asterite;2015-03-08 14:06:16
8c22d4487ab77217461287c63ffee923af903ba5;asterite;2015-03-19 15:08:14
348fb6746a40ee6b998b4b617698eb7fe024dbcf;asterite;2015-05-01 01:38:38
4ebe81e6cc0d47dbcfc4cbf19c5c08b14243d354;asterite;2015-05-26 16:53:33
52884266ec052f801379a6083f139fa706099f8d;waj;2015-08-04 21:15:53
496e8423c925886152ab050595c819b632ef36f4;asterite;2015-08-13 22:29:27
3add6681081c1974633e2122385664968aedd566;asterite;2015-09-05 03:11:09
3652a96597680ce0a53ba4b4910dcbd2cd0df25d;jhass;2015-09-05 12:35:14
28d5c9be673553e514f77201e4bb26fb75a51135;jhass;2015-09-05 23:56:15
9da02804df09399186f6404c2ff23480a1aab95b;jhass;2015-09-05 23:58:14
513b40c66bdca35bb8dd77aadd0e2ea5ca723019;asterite;2015-09-18 19:11:52
a64830cedf7d5195a198f7f41c37a2b552cc2104;asterite;2015-09-19 12:47:15
7f9e2bcd7b17aadeb1b9667689e0caabc549ad72;asterite;2015-10-16 21:37:16
137f0e092b8bc59754052dbab6a429a4fcaabf9f;asterite;2015-10-17 16:35:41
b5646cc2225f614808df10112230b6a1e4739b97;asterite;2015-10-30 04:57:46
16469f3545a0206479b22ee98dc77e1a18169768;asterite;2015-12-23 20:08:07
f04d11ae59c8e5358d7d764e3558e35e5538f3db;asterite;2016-01-08 02:21:26
48f009a97d8d4658dd8fe7905b05a0b83f175147;asterite;2016-01-25 15:40:34
d431c877b68d40f28aaf51ec93671fcb9030ef1e;asterite;2016-01-25 16:32:10
84330840087fadcec2663cb572855bf9c64d0c57;asterite;2016-02-16 16:32:37
c632c9a63cab8eb021467c925a7db66106f01907;asterite;2016-02-24 16:36:27
7cacb5648814c9a525785d8dcd7341163021cf7e;asterite;2016-03-21 18:45:51
1eaef8fffed027b3b49e2090d1295eb9d6872824;asterite;2016-03-21 21:12:01
06dd278397ce0aa6aae715b0c8e35d33e2875009;asterite;2016-03-23 00:50:59
e076acf02c2882e71960b47177acad4f48c95da1;asterite;2016-04-01 17:42:23
1670c01740d59c45dfbfd4486272b2d2c6696bca;spalladino;2016-04-06 17:20:32
f8d440ad12ce00aecc08729321e8d5204a465fd2;spalladino;2016-04-06 17:39:58
3822cc6ab8186f8eade8c396875829bb7e84d69d;spalladino;2016-04-06 17:51:25
1d4d95c44bacc1fd18d3090f24b1a9b8c49b269f;asterite;2016-04-06 17:55:00
c1a2091c06c932579e973767301a2e04691723c6;asterite;2016-05-05 17:42:32
fcbad1057c6259fde499a8281fb286fdbab3f38f;asterite;2016-05-17 15:30:05
3e04eaf809456985a0c7382a8b1f9e1bb301a65e;asterite;2016-05-18 17:53:03
be5d1e2cde172a93deb54e50e74619791a65f83f;asterite;2016-05-20 17:33:05
ac8fab4ee154342bf1d6975e3c18b54f7ef4d040;asterite;2016-05-26 17:31:18
ed2d0419a85dc0fbafe1e55ef917b82a960c68fe;asterite;2016-06-14 12:47:49
ed48d93c818cac8ba878a0bd9d9cde084befac5b;asterite;2016-06-14 14:37:45
d4efd1d2be8f31cd41d7ffadb7ef8fd4c7f2f76a;asterite;2016-06-17 02:27:59
3613f926fc791cd974ab74d36b1a7d88cd173ae8;asterite;2016-06-21 18:59:00
a3eca8a108fc7fe919fa09601b97596108154270;waj;2016-06-24 15:40:03
50fbf42e31d07f4c412e91e3d002c17a9493feb2;asterite;2016-07-03 13:40:06
909bece20341e64355444306348e3950d77744da;asterite;2016-07-03 16:40:13
550a70093f1c33cca6947810ddae48db1deebb7a;jhass;2016-07-11 12:36:41
57e0ebcf5a04bdd205c85ae5ba125d659e8de2ca;waj;2016-08-03 23:11:24
d59e2701102fd0395db068cd1414ab96c2482025;matiasgarciaisaia;2017-11-07 13:50:50
