dacap;2015-04-29/2015-05-05;2015-05-05/2015-07-14;2015-07-14/2015-08-26;2015-08-26/2016-04-14;2016-04-14/2017-08-11;2017-08-11/2018-08-20;2018-08-20/2018-08-30;2018-08-31/2018-09-03;2018-09-04/2018-09-06;2018-09-07/2018-09-13;2018-09-13/2018-09-18;2018-09-18/2018-10-11;2018-10-11/2018-10-30;2018-10-31/2018-11-03;2018-11-03/2018-11-13;2018-11-14/2018-11-22;2018-11-23/2018-11-27;2018-11-27/2018-11-29;2018-11-29/2018-12-04;2018-12-04/2018-12-06;2018-12-06/2018-12-10;2018-12-11/2018-12-20;2018-12-20/2019-01-02;2019-01-03/2019-01-05;2019-01-05/2019-01-08;2019-01-08/2019-01-10;2019-01-10/2019-02-13;2019-02-13/2019-02-15;2019-02-15/2019-02-22;2019-02-22/2019-03-16;2019-03-16/2019-04-01;2019-04-01/2019-04-13;2019-04-13/2019-04-17;2019-04-18/2019-04-25;2019-04-25/2019-05-09;2019-05-09/2019-06-28;2019-06-28/2019-07-03;2019-07-04/2019-07-10;2019-07-12/2019-07-15;2019-07-16/2019-07-18;2019-07-19/2019-08-06;2019-08-06/2019-08-08;2019-08-08/2019-08-10;2019-08-10/2019-09-02;2019-09-02/2019-09-06;2019-09-06/2019-09-11;2019-09-11/2019-09-20;2019-09-20/2019-09-30;2019-10-02/2019-11-29;2019-11-29/2019-12-02;2019-12-03/2019-12-17;2019-12-17/2020-01-09;2020-01-09/2020-01-13;2020-01-13/2020-01-15
Gasparoken;2018-11-27/2018-11-29;2018-11-29/2018-12-20;2018-12-20/2019-07-26;2019-07-26/2019-07-29;2019-07-29/2019-10-15;2019-10-15/2019-10-18;2019-10-18/2020-01-15
RowanFuture;2019-10-02/2020-01-15
