nwellnhof;22;292;26;4;300;221;264;3;1130;0.007079646017699115
MathieuDuponchelle;4;1117;5;0.4
jgm;4;13;73;45;12;3;19;2;4;2;12;2;12;7;6;36;26;8;15;10;2;127;20;57;38;37;10;4;4;20;4;24;12;10;24;90;3;3;3;5;2;15;174;28;17;21;2;15;5;5;1106;0.06148282097649186
winterheart;1106;1;1.0
juhp;1074;1;1.0
tindzk;975;1;1.0
kapyshin;78;896;79;0.02531645569620253
philipturnbull;3;9;225;698;239;0.02092050209205021
kivikakk;5;23;340;119;7;420;498;0.018072289156626505
pclouds;2;895;3;0.6666666666666666
mity;882;1;1.0
vmg;860;1;1.0
compnerd;473;4;9;11;487;0.008213552361396304
felixonmars;464;1;1.0
elibarzilay;427;1;1.0
foonathan;303;1;1.0
JerwuQu;267;1;1.0
ericpruitt;231;1;1.0
JohelEGP;228;1;1.0
oyvholm;194;1;1.0
