id;issue_id;date;creator_login;status;closed_at;merged;merged_at;number
867753932;1155210224;2022-03-01 11:16:36;grepsedawk;open;NA;False;NA;4
764410315;1033830821;2021-10-22 18:06:20;deiv;closed;2021-10-26 11:59:00;True;2021-10-26 11:59:00;3
